RH,T_d,w_s,w_d,target,task
-0.2682926829268292,0.7083333333333334,-0.7857142857142858,0.8699248120300753,0,1
-0.3658536585365852,0.4444444444444445,-0.7142857142857143,-1.2518796992481205,0,1
-0.4634146341463413,0.1805555555555555,-0.7142857142857143,-1.4842105263157894,0,1
-0.4878048780487803,0.1111111111111111,-0.642857142857143,-1.5157894736842106,0,1
-0.4634146341463413,0.0833333333333333,-0.642857142857143,-1.5842105263157893,0,1
-0.4634146341463413,0.0416666666666666,-0.642857142857143,-1.4842105263157894,0,1
-0.2682926829268292,0.2222222222222222,-0.7142857142857143,-1.588721804511278,0,1
-0.146341463414634,0.3611111111111111,-0.642857142857143,0.8654135338345864,0,1
-0.170731707317073,0.4444444444444445,-0.642857142857143,-1.5330827067669173,1,1
-0.146341463414634,0.4027777777777778,-0.642857142857143,-1.4924812030075187,1,1
-0.1219512195121949,0.4305555555555555,-0.7142857142857143,-1.5714285714285714,1,1
-0.2195121951219511,0.4722222222222222,-0.642857142857143,-0.9571428571428572,1,1
-0.5365853658536585,0.6805555555555557,-0.642857142857143,-0.6977443609022557,1,1
-0.6829268292682925,0.6805555555555557,-0.0714285714285715,-1.0203007518796992,1,1
-0.7317073170731705,0.7083333333333334,0.1428571428571428,-1.0135338345864662,1,1
-0.7804878048780486,0.5833333333333333,0.0714285714285713,-0.0736842105263156,1,1
-0.8292682926829267,0.5000000000000001,0.4285714285714286,-0.1511278195488721,1,1
-0.7804878048780486,0.5555555555555556,0.2142857142857141,0.1030075187969926,1,1
-0.8292682926829267,0.4861111111111111,0.2857142857142856,-0.5616541353383457,1,1
-0.8292682926829267,0.5277777777777778,-0.0714285714285715,-0.8300751879699247,1,1
-0.8048780487804876,0.5277777777777778,0.0,0.4263157894736843,1,1
-0.6829268292682925,0.5000000000000001,-0.0714285714285715,0.3240601503759398,1,1
-0.5121951219512194,0.4583333333333333,-0.5714285714285715,-1.5255639097744362,0,1
-0.4390243902439023,0.375,-0.7142857142857143,0.6037593984962405,0,1
-0.4390243902439023,0.2916666666666666,-0.7142857142857143,0.8451127819548873,0,1
-0.4146341463414633,0.3611111111111111,-0.5714285714285715,-1.5157894736842106,1,1
-0.5853658536585364,0.2916666666666666,0.4285714285714286,-0.126315789473684,1,1
-0.7317073170731705,0.1111111111111111,0.2142857142857141,0.0526315789473684,1,1
-0.7560975609756095,0.0138888888888888,0.3571428571428571,0.0766917293233084,1,1
-0.7317073170731705,0.0138888888888888,0.857142857142857,0.1413533834586467,1,1
-0.5853658536585364,0.2361111111111111,0.7857142857142858,0.0443609022556391,1,1
-0.4634146341463413,0.4027777777777778,0.9285714285714284,-0.0541353383458645,1,1
-0.3658536585365852,0.5000000000000001,0.7857142857142858,0.0984962406015037,1,1
-0.2682926829268292,0.5833333333333333,0.857142857142857,0.112781954887218,0,1
-0.1951219512195121,0.8055555555555557,1.2857142857142856,-0.0857142857142857,1,1
-0.170731707317073,0.861111111111111,0.4999999999999998,-0.4924812030075188,1,1
-0.170731707317073,0.8888888888888891,-0.142857142857143,0.718796992481203,1,1
-0.146341463414634,0.8888888888888891,-0.0714285714285715,-0.1142857142857142,1,1
-0.170731707317073,0.9166666666666669,-0.142857142857143,-0.262406015037594,1,1
-0.2439024390243901,0.9583333333333336,0.2142857142857141,0.8390977443609022,1,1
-0.2926829268292681,0.9305555555555556,0.0714285714285713,-0.512781954887218,1,1
-0.3902439024390243,0.8888888888888891,0.1428571428571428,0.7511278195488722,1,1
-0.4146341463414633,0.8750000000000002,0.2142857142857141,0.6157894736842106,1,1
-0.3902439024390243,0.8888888888888891,0.0714285714285713,-1.593984962406015,1,1
-0.3658536585365852,0.8888888888888891,-0.2142857142857143,-1.5030075187969925,1,1
-0.1951219512195121,0.9444444444444446,-0.3571428571428571,0.5706766917293233,1,1
-0.0731707317073168,0.9305555555555556,-0.5000000000000001,0.5436090225563909,0,1
0.1463414634146342,0.8333333333333334,-0.7142857142857143,0.551127819548872,0,1
0.2682926829268292,0.7916666666666666,-0.7857142857142858,-1.444360902255639,0,1
0.3170731707317073,0.7361111111111112,-0.7857142857142858,0.9729323308270678,0,1
0.3414634146341463,0.6805555555555557,-0.7142857142857143,0.5624060150375939,0,1
0.3658536585365854,0.6805555555555557,-0.7142857142857143,0.8165413533834586,0,1
0.4146341463414635,0.7083333333333334,-0.642857142857143,-1.0571428571428572,0,1
0.3902439024390244,0.6666666666666667,-0.7142857142857143,0.6180451127819551,0,1
0.3902439024390244,0.6666666666666667,-0.7857142857142858,-1.5984962406015035,0,1
0.3414634146341463,0.6805555555555557,-0.7857142857142858,0.9421052631578946,1,1
0.2682926829268292,0.6250000000000001,-0.7142857142857143,0.6774436090225564,1,1
0.1219512195121952,0.6527777777777778,-0.3571428571428571,0.5436090225563909,1,1
0.048780487804878,0.4583333333333333,-0.0714285714285715,0.7977443609022556,1,1
-0.146341463414634,0.3888888888888889,-0.4285714285714286,-0.2518796992481203,1,1
-0.5365853658536585,0.25,-0.0714285714285715,0.2962406015037594,1,1
-0.7317073170731705,0.125,1.0714285714285714,0.1082706766917293,1,1
-0.7804878048780486,0.1527777777777777,1.2142857142857142,-0.3684210526315789,1,1
-0.7804878048780486,0.2638888888888889,1.142857142857143,-0.2691729323308269,1,1
-0.7804878048780486,0.4166666666666667,1.2142857142857142,-0.2090225563909773,1,1
-0.7804878048780486,0.5277777777777778,1.4285714285714286,-0.3022556390977443,1,1
-0.8780487804878048,0.3055555555555556,1.2857142857142856,-0.3421052631578947,1,1
-0.9024390243902438,0.25,1.2857142857142856,0.2037593984962405,1,1
-0.9268292682926828,0.0972222222222222,0.857142857142857,0.494736842105263,1,1
-0.8780487804878048,0.1111111111111111,0.3571428571428571,0.1774436090225563,1,1
-0.8048780487804876,0.125,0.0714285714285713,0.0233082706766916,1,1
-0.7317073170731705,0.1666666666666666,0.0,0.1736842105263157,1,1
-0.7560975609756095,0.0416666666666666,0.2857142857142856,0.0413533834586466,0,1
-0.7317073170731705,0.0,0.4285714285714286,0.1842105263157894,0,1
-0.7560975609756095,-0.1527777777777778,0.0,0.5120300751879698,0,1
-0.5853658536585364,-0.0972222222222222,-0.4285714285714286,0.6037593984962405,0,1
-0.3902439024390243,0.0555555555555555,-0.2142857142857143,0.4368421052631578,0,1
-0.170731707317073,0.0972222222222222,-0.5714285714285715,-0.5917293233082705,0,1
0.048780487804878,0.125,-0.7142857142857143,0.2849624060150376,0,1
0.1951219512195123,0.1527777777777777,-0.7857142857142858,-1.287218045112782,0,1
0.2682926829268292,0.3055555555555556,-0.5714285714285715,-1.1398496240601503,1,1
0.3170731707317073,0.3472222222222222,-0.5000000000000001,-1.2909774436090224,1,1
0.3414634146341463,0.3333333333333333,-0.5000000000000001,0.0308270676691728,1,1
0.2682926829268292,0.3055555555555556,-0.642857142857143,-0.4218045112781954,1,1
-0.0731707317073168,0.4027777777777778,-0.2142857142857143,-1.033082706766917,1,1
-0.2439024390243901,0.4722222222222222,-0.0714285714285715,-0.8616541353383458,1,1
-0.2926829268292681,0.4861111111111111,0.2142857142857141,-1.0533834586466164,1,1
-0.2682926829268292,0.5277777777777778,0.2857142857142856,-1.2857142857142858,1,1
-0.2926829268292681,0.4861111111111111,0.3571428571428571,-0.9548872180451128,1,1
-0.1951219512195121,0.4305555555555555,0.2142857142857141,-1.1699248120300751,1,1
-0.3414634146341462,0.3055555555555556,0.4999999999999998,-1.5984962406015035,1,1
-0.3414634146341462,0.2222222222222222,0.2857142857142856,-1.5210526315789472,1,1
-0.2682926829268292,0.1666666666666666,-0.142857142857143,0.5578947368421054,1,1
-0.3658536585365852,-0.0277777777777778,0.4285714285714286,-0.3593984962406014,1,1
-0.4390243902439023,-0.25,-0.142857142857143,0.6842105263157897,0,1
-0.146341463414634,0.0138888888888888,-0.142857142857143,0.5939849624060153,0,1
-0.1951219512195121,-0.0833333333333333,-0.2857142857142858,0.5721804511278195,0,1
-0.2682926829268292,-0.3611111111111111,-0.2142857142857143,0.6736842105263158,0,1
-0.2439024390243901,-0.4305555555555556,0.1428571428571428,0.8421052631578949,0,1
-0.0731707317073168,-0.4027777777777778,0.0,0.71203007518797,0,1
0.0,-0.3611111111111111,0.2857142857142856,0.47593984962406,0,1
0.0731707317073171,-0.3472222222222222,0.1428571428571428,0.5526315789473686,0,1
0.1707317073170733,-0.2777777777777778,-0.142857142857143,0.52406015037594,0,1
0.3414634146341463,-0.2777777777777778,-0.0714285714285715,0.425563909774436,0,1
0.3658536585365854,-0.2083333333333333,0.0714285714285713,0.5586466165413533,1,1
0.2682926829268292,-0.125,-0.2142857142857143,0.006015037593985,1,1
0.4390243902439025,-0.2083333333333333,-0.642857142857143,-1.0669172932330826,0,1
0.3170731707317073,-0.1527777777777778,-0.3571428571428571,-0.2315789473684209,1,1
0.0975609756097561,-0.1111111111111111,0.3571428571428571,0.5556390977443609,1,1
0.0731707317073171,-0.1111111111111111,0.5714285714285713,0.1909774436090226,1,1
0.048780487804878,-0.0694444444444444,0.4285714285714286,0.4676691729323309,1,1
-0.2926829268292681,-0.2222222222222222,0.5714285714285713,0.5375939849624062,1,1
-0.3902439024390243,-0.3055555555555556,0.7142857142857143,0.2172932330827068,1,1
-0.5121951219512194,-0.4305555555555556,0.4999999999999998,0.3233082706766919,1,1
-0.6341463414634144,-0.5555555555555556,0.4285714285714286,-0.0842105263157893,1,1
-0.6829268292682925,-0.6250000000000001,0.2142857142857141,0.8218045112781953,1,1
-0.6585365853658535,-0.6527777777777778,0.0714285714285713,0.4789473684210527,1,1
-0.4878048780487803,-0.6805555555555557,-0.4285714285714286,0.4654135338345865,1,1
-0.2439024390243901,-0.638888888888889,-0.5714285714285715,0.9150375939849624,0,1
-0.0487804878048778,-0.638888888888889,-0.7857142857142858,-1.4857142857142858,0,1
0.0,-0.6805555555555557,-0.7142857142857143,0.4954887218045113,0,1
0.0975609756097561,-0.6527777777777778,-0.7142857142857143,-1.4015037593984965,0,1
0.1219512195121952,-0.6527777777777778,-0.7142857142857143,-0.1766917293233082,0,1
0.1219512195121952,-0.6805555555555557,-0.642857142857143,0.2323308270676692,0,1
0.0975609756097561,-0.6944444444444445,-0.642857142857143,-0.6511278195488721,1,1
0.1707317073170733,-0.6944444444444445,-0.5714285714285715,-1.481203007518797,0,1
0.1463414634146342,-0.6944444444444445,-0.642857142857143,-1.519548872180451,1,1
-0.0487804878048778,-0.7916666666666666,-0.642857142857143,1.056390977443609,1,1
-0.170731707317073,-0.9861111111111112,-0.7142857142857143,0.730827067669173,1,1
-0.2682926829268292,-1.0972222222222223,-0.642857142857143,0.1819548872180452,1,1
-0.2926829268292681,-1.0138888888888888,-0.4285714285714286,0.6864661654135337,1,1
-0.3414634146341462,-0.9444444444444444,-0.5714285714285715,-1.2954887218045117,1,1
-0.6585365853658535,-0.7777777777777778,0.0,-0.7654135338345864,1,1
-0.6341463414634144,-0.638888888888889,0.7857142857142858,-0.8406015037593985,1,1
-0.8292682926829267,-0.7361111111111113,0.5714285714285713,-0.106766917293233,1,1
-0.9268292682926828,-0.8888888888888891,0.7142857142857143,-0.4609022556390976,1,1
-0.9999999999999998,-1.0694444444444444,0.7142857142857143,0.1654135338345864,1,1
-0.9999999999999998,-1.0972222222222223,0.7857142857142858,0.6736842105263158,1,1
-0.9512195121951218,-0.8888888888888891,0.2142857142857141,0.2827067669172932,1,1
-0.9268292682926828,-0.8888888888888891,0.0,-1.331578947368421,1,1
-0.8048780487804876,-0.638888888888889,-0.2857142857142858,-0.5421052631578946,1,1
-0.7804878048780486,-0.638888888888889,-0.642857142857143,-1.4,1,1
-0.7317073170731705,-0.6527777777777778,-0.642857142857143,0.2105263157894736,1,1
-0.6829268292682925,-0.6250000000000001,-0.7142857142857143,0.5398496240601502,1,1
-0.6585365853658535,-0.638888888888889,-0.7142857142857143,0.3330827067669171,0,1
-0.6341463414634144,-0.638888888888889,-0.7142857142857143,-0.0766917293233081,0,1
-0.6341463414634144,-0.638888888888889,-0.642857142857143,0.8699248120300753,0,1
-0.6097560975609754,-0.5833333333333333,-0.7142857142857143,-0.0210526315789472,0,1
-0.6097560975609754,-0.5555555555555556,-0.5000000000000001,0.4744360902255639,1,1
-0.2195121951219511,-0.0277777777777778,-0.7142857142857143,0.5375939849624062,0,1
-0.024390243902439,0.0694444444444444,-0.7857142857142858,1.0518796992481203,0,1
0.0975609756097561,0.3333333333333333,-0.3571428571428571,-1.418796992481203,1,1
0.1707317073170733,0.5000000000000001,-0.142857142857143,-1.0669172932330826,1,1
0.0975609756097561,0.2222222222222222,-0.2857142857142858,-1.2902255639097744,1,1
-0.0731707317073168,-0.0555555555555555,0.2857142857142856,-0.1721804511278196,0,1
-0.146341463414634,-0.1944444444444444,-0.0714285714285715,-0.2616541353383457,0,1
-0.146341463414634,-0.1111111111111111,-0.2857142857142858,-1.2774436090225565,1,1
-0.2926829268292681,-0.1388888888888889,0.4285714285714286,0.099248120300752,1,1
-0.4390243902439023,-0.2916666666666667,0.4999999999999998,1.0541353383458647,1,1
-0.5365853658536585,-0.3888888888888889,0.6428571428571428,0.7082706766917295,1,1
-0.6097560975609754,-0.4583333333333334,0.6428571428571428,-0.2225563909774435,1,1
-0.7317073170731705,-0.638888888888889,0.7142857142857143,0.4511278195488724,1,1
-0.7804878048780486,-0.6805555555555557,0.7142857142857143,0.8390977443609022,1,1
-0.8780487804878048,-0.9722222222222224,0.5714285714285713,0.0496240601503759,1,1
-0.8780487804878048,-1.0138888888888888,0.4285714285714286,0.630827067669173,1,1
-0.7560975609756095,-0.8888888888888891,-0.2142857142857143,-1.4,1,1
-0.5365853658536585,-0.7916666666666666,-0.2857142857142858,0.5248120300751878,0,1
-0.3170731707317071,-0.638888888888889,0.0714285714285713,0.6150375939849623,0,1
-0.2195121951219511,-0.5694444444444444,-0.142857142857143,0.2285714285714286,0,1
-0.146341463414634,-0.4305555555555556,-0.3571428571428571,0.4812030075187972,1,1
-0.0731707317073168,-0.4305555555555556,-0.3571428571428571,0.5984962406015037,0,1
-0.0487804878048778,-0.4722222222222222,-0.5000000000000001,0.8473684210526317,0,1
0.048780487804878,-0.4861111111111112,-0.3571428571428571,0.2458646616541354,0,1
0.0975609756097561,-0.5000000000000001,-0.3571428571428571,0.2729323308270677,0,1
0.1219512195121952,-0.4583333333333334,-0.2142857142857143,0.5255639097744361,1,1
0.2682926829268292,-0.4583333333333334,-0.5000000000000001,0.417293233082707,0,1
0.2926829268292683,-0.3472222222222222,-0.2857142857142858,0.3992481203007518,1,1
0.1463414634146342,-0.2916666666666667,0.7857142857142858,0.1789473684210527,1,1
0.1219512195121952,-0.3055555555555556,0.2857142857142856,0.444360902255639,1,1
0.1219512195121952,-0.4027777777777778,-0.3571428571428571,-0.6924812030075188,1,1
-0.2926829268292681,-0.375,-0.5714285714285715,-0.7097744360902255,1,1
-0.4634146341463413,-0.375,0.0714285714285713,-1.1526315789473685,1,1
-0.4634146341463413,-0.2777777777777778,0.1428571428571428,-0.5962406015037592,1,1
-0.5121951219512194,-0.2361111111111111,0.2857142857142856,-0.963157894736842,1,1
-0.5365853658536585,-0.1805555555555556,0.2857142857142856,-1.2518796992481205,1,1
-0.5609756097560975,-0.2083333333333333,0.2142857142857141,-1.4924812030075187,1,1
-0.5609756097560975,-0.1527777777777778,0.1428571428571428,-1.1263157894736844,1,1
-0.5609756097560975,-0.1527777777777778,0.0714285714285713,-1.5601503759398496,1,1
-0.4878048780487803,-0.1388888888888889,-0.2142857142857143,0.9969924812030074,1,1
-0.3170731707317071,-0.1666666666666667,-0.2857142857142858,0.6609022556390978,1,1
-0.1219512195121949,-0.2777777777777778,-0.5000000000000001,0.5977443609022558,0,1
-0.0487804878048778,-0.3472222222222222,-0.7142857142857143,0.038345864661654,0,1
-0.0487804878048778,-0.3472222222222222,-0.8571428571428573,0.2849624060150376,0,1
-0.0731707317073168,-0.3055555555555556,-0.7857142857142858,0.5225563909774438,1,1
-0.0975609756097559,-0.3055555555555556,-0.642857142857143,-1.5781954887218046,1,1
-0.2195121951219511,-0.3611111111111111,-0.5000000000000001,0.5255639097744361,1,1
-0.5853658536585364,-0.7500000000000001,-0.2857142857142858,0.5203007518796994,1,1
-0.6829268292682925,-0.8333333333333334,-0.4285714285714286,0.7278195488721804,1,1
-0.7560975609756095,-0.9305555555555556,0.0,0.5503759398496242,1,1
-0.7560975609756095,-1.027777777777778,-0.2142857142857143,-1.4353383458646618,1,1
-0.4878048780487803,-0.8194444444444445,-0.2142857142857143,0.5323308270676691,1,1
-0.8292682926829267,-1.222222222222222,0.1428571428571428,0.093984962406015,1,1
-0.9756097560975608,-1.4722222222222223,0.7857142857142858,-0.0864661654135338,1,1
-0.9512195121951218,-1.3333333333333337,0.4999999999999998,0.243609022556391,1,1
-0.9268292682926828,-1.0833333333333333,1.142857142857143,0.0578947368421053,1,1
-0.8292682926829267,-0.8055555555555557,1.142857142857143,0.7353383458646615,1,1
-0.7560975609756095,-0.5694444444444444,1.4285714285714286,0.1864661654135339,1,1
-0.7073170731707316,-0.3888888888888889,1.3571428571428572,0.0571428571428571,1,1
-0.6829268292682925,-0.3055555555555556,1.2142857142857142,0.3135338345864663,1,1
-0.7073170731707316,-0.3611111111111111,1.142857142857143,0.112781954887218,1,1
-0.7073170731707316,-0.3333333333333333,0.7857142857142858,-0.093984962406015,1,1
-0.6829268292682925,-0.2916666666666667,0.5714285714285713,0.5165413533834587,1,1
-0.4390243902439023,-0.0277777777777778,0.2142857142857141,-1.605263157894737,1,1
-0.170731707317073,0.0555555555555555,-0.2142857142857143,0.6736842105263158,0,1
-0.024390243902439,-0.0694444444444444,-0.3571428571428571,0.3932330827067667,0,1
0.1463414634146342,-0.1527777777777778,-0.7857142857142858,-0.4135338345864661,0,1
0.2439024390243904,-0.1666666666666667,-0.7142857142857143,-1.487218045112782,0,1
0.3902439024390244,-0.1666666666666667,-0.7142857142857143,-0.6984962406015037,0,1
0.5121951219512196,-0.1388888888888889,-0.7142857142857143,-1.5624060150375938,0,1
0.5365853658536587,-0.1527777777777778,-0.642857142857143,0.5075187969924814,0,1
0.5609756097560977,-0.1944444444444444,-0.7142857142857143,-1.5157894736842106,0,1
0.5853658536585366,-0.2083333333333333,-0.7142857142857143,0.4962406015037596,0,1
0.5609756097560977,-0.2222222222222222,-0.7142857142857143,-1.5984962406015035,0,1
0.4878048780487806,-0.2638888888888889,-0.642857142857143,0.6075187969924811,1,1
0.4146341463414635,-0.2222222222222222,-0.7142857142857143,-1.4887218045112782,1,1
0.4146341463414635,-0.2222222222222222,-0.7857142857142858,0.5586466165413533,1,1
0.4146341463414635,-0.2638888888888889,-0.7142857142857143,-1.3210526315789473,1,1
0.3414634146341463,-0.25,-0.7857142857142858,0.3135338345864663,1,1
-0.0731707317073168,-0.1111111111111111,-0.7142857142857143,-0.5556390977443609,1,1
-0.1951219512195121,-0.0138888888888889,-0.2142857142857143,-1.2759398496240602,1,1
-0.170731707317073,-0.0138888888888889,-0.2142857142857143,-1.0398496240601505,1,1
